name,name_eng,rank,total_score,school_level,type,note,location,link,logo
清华大学,Tsinghua University,1,969.2,37.9,综合,一流大学A类/985/211,北京,"https://www.tsinghua.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/27532357.png
北京大学,Peking University,2,855.3,36.1,综合,一流大学A类/985/211,北京,"https://www.pku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/86350223.png
浙江大学,Zhejiang University,3,768.7,34.3,综合,一流大学A类/985/211,浙江,"https://www.zju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88311656.png
上海交通大学,Shanghai Jiao Tong University,4,723.4,35.5,综合,一流大学A类/985/211,上海,"https://www.sjtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/27403919.png
南京大学,Nanjing University,5,654.8,35.1,综合,一流大学A类/985/211,江苏,"https://www.nju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/44696062.png
复旦大学,Fudan University,6,649.7,36.6,综合,一流大学A类/985/211,上海,"https://www.fudan.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/28312850.png
中国科学技术大学,University of Science and Technology of China,7,577.0,40.0,理工,一流大学A类/985/211,安徽,"https://www.ustc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/50132214.png
华中科技大学,Huazhong University of Science and Technology,8,574.3,32.1,综合,一流大学A类/985/211,湖北,"https://www.hust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/69664504.png
武汉大学,Wuhan University,9,567.9,31.8,综合,一流大学A类/985/211,湖北,"https://www.whu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46182017.png
西安交通大学,Xi'an Jiaotong University,10,537.9,34.5,综合,一流大学A类/985/211,陕西,"http://www.xjtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/77584005.png
哈尔滨工业大学,Harbin Institute of Technology,11,522.6,32.7,理工,一流大学A类/985/211,黑龙江,"https://www.hit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88331082.png
中山大学,Sun Yat-Sen University,12,519.3,30.9,综合,一流大学A类/985/211,广东,"http://www.sysu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46293852.png
北京师范大学,Beijing Normal University,13,518.3,34.8,师范,一流大学A类/985/211,北京,"https://www.bnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38816505.png
四川大学,Sichuan University,14,516.6,30.7,综合,一流大学A类/985/211,四川,"https://www.scu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/75651370.png
北京航空航天大学,Beihang University,15,513.8,32.8,理工,一流大学A类/985/211,北京,"https://www.buaa.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22403670.png
同济大学,Tongji University,16,508.3,33.2,理工,一流大学A类/985/211,上海,"https://www.tongji.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/39174907.png
东南大学,Southeast University,17,488.1,34.3,综合,一流大学A类/985/211,江苏,"https://www.seu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/82819451.png
中国人民大学,Renmin University of China,18,487.8,34.5,综合,一流大学A类/985/211,北京,"https://www.ruc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88617939.png
北京理工大学,Beijing Institute of Technology,19,474.0,32.3,理工,一流大学A类/985/211,北京,"https://www.bit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/85386135.png
南开大学,Nankai University,20,465.3,31.5,综合,一流大学A类/985/211,天津,"https://www.nankai.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/44629152.png
山东大学,Shandong University,21,447.0,28.8,综合,一流大学A类/985/211,山东,"https://www.sdu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/97189370.png
天津大学,Tianjin University,22,444.3,32.7,理工,一流大学A类/985/211,天津,"http://www.tju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/74813674.png
中南大学,Central South University,23,442.2,30.8,综合,一流大学A类/985/211,湖南,"https://www.csu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/65984093.png
吉林大学,Jilin University,24,435.7,30.4,综合,一流大学A类/985/211,吉林,"https://www.jlu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/76557044.png
西北工业大学,Northwestern Polytechnical University,25,430.5,32.4,理工,一流大学A类/985/211,陕西,"https://www.nwpu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/20384817.png
厦门大学,Xiamen University,26,427.8,32.7,综合,一流大学A类/985/211,福建,"https://www.xmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14008229.png
华南理工大学,South China University of Technology,27,419.8,30.5,理工,一流大学A类/985/211,广东,"https://www.scut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/69348939.png
大连理工大学,Dalian University of Technology,28,418.2,30.2,理工,一流大学A类/985/211,辽宁,"https://www.dlut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54289554.png
华东师范大学,East China Normal University,29,401.8,35.2,师范,一流大学A类/985/211,上海,"https://www.ecnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/47430452.png
中国农业大学,China Agricultural University,30,400.4,31.8,农业,一流大学A类/985/211,北京,"https://www.cau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/48410070.png
电子科技大学,University of Electronic Science and Technology of China,31,398.8,32.4,理工,一流大学A类/985/211,四川,"https://www.uestc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/55538407.png
湖南大学,Hunan University,32,393.5,31.4,综合,一流大学B类/985/211,湖南,"https://www.hnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/79015808.png
北京科技大学,University of Science and Technology Beijing,33,379.4,32.2,理工,一流学科/211,北京,"https://www.ustb.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/96310183.png
重庆大学,Chongqing University,34,365.5,29.9,综合,一流大学A类/985/211,重庆,"https://www.cqu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/79822387.png
南京航空航天大学,Nanjing University of Aeronautics and Astronautics,35,358.6,28.6,理工,一流学科/211,江苏,"https://www.nuaa.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4506696400.jpg
东北大学,Northeastern University,36,356.1,32.2,理工,一流大学B类/985/211,辽宁,"https://www.neu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/79513869.png
南京理工大学,Nanjing University of Science and Technology,37,356.0,30.9,理工,一流学科/211,江苏,"http://www.njust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38974419.png
西安电子科技大学,Xidian University,38,355.1,30.2,理工,一流学科/211,陕西,"https://www.xidian.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88267454.png
兰州大学,Lanzhou University,39,353.4,30.6,综合,一流大学A类/985/211,甘肃,"https://www.lzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84317715.png
北京交通大学,Beijing jiaotong University,40,349.9,32.0,理工,一流学科/211,北京,"https://www.bjtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60987143.png
南方科技大学,Southern University of Science and Technology,41,345.8,28.9,综合,,广东,"http://www.sustech.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22950445.png
华中农业大学,Huazhong Agricultural University,42,338.5,28.5,农业,一流学科/211,湖北,"https://www.hzau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/20950268.png
上海大学,Shanghai University,43,333.0,31.7,综合,一流学科/211,上海,"https://www.shu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/94139385.png
苏州大学,Soochow University (China),44,327.0,28.7,综合,一流学科/211,江苏,"https://www.suda.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/44374737.png
华东理工大学,East China University of Science and Technology,45,324.5,29.7,理工,一流学科/211,上海,"https://www.ecust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/93042584.png
华中师范大学,Central China Normal University,46,322.0,30.6,师范,一流学科/211,湖北,"https://www.ccnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/58510682.png
南京师范大学,Nanjing Normal University,47,321.3,29.5,师范,一流学科/211,江苏,"https://www.njnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/27072054.png
中国地质大学（武汉）,China University of Geosciences (Wuhan),48,320.2,29.9,理工,一流学科/211,湖北,"https://www.cug.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/25952542.png
东北师范大学,Northeast Normal University,49,319.7,33.1,师范,一流学科/211,吉林,"https://www.nenu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12611652.png
哈尔滨工程大学,Harbin Engineering University,50,319.0,29.3,理工,一流学科/211,黑龙江,"http://www.hrbeu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/86980791.png
西南交通大学,Southwest Jiaotong University,51,318.0,28.7,理工,一流学科/211,四川,"https://www.swjtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/29218271.png
南京农业大学,Nanjing Agricultural University,52,316.1,29.2,农业,一流学科/211,江苏,"http://www.njau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43891811.png
郑州大学,Zhengzhou University,53,312.8,26.3,综合,一流大学B类/211,河南,"http://www.zzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68963418.png
北京邮电大学,Beijing University of Posts and Telecommunications,54,312.5,30.8,理工,一流学科/211,北京,"https://www.bupt.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/15344334.png
武汉理工大学,Wuhan University of Technology,55,312.2,28.0,理工,一流学科/211,湖北,"https://www.whut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16563358.png
中国海洋大学,Ocean University of China,56,311.0,30.3,综合,一流大学A类/985/211,山东,"http://www.ouc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/53553512.png
暨南大学,Jinan University,57,307.4,29.1,综合,一流学科/211,广东,"https://jnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/78175531.png
中国石油大学（北京）,China University of Petroleum - Beijing,58,307.3,32.5,理工,一流学科/211,北京,"https://www.cup.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6662428200.jpg
北京工业大学,Beijing University of Technology,59,306.0,30.0,理工,一流学科/211,北京,"https://www.bjut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/10211810.png
河海大学,Hohai University,60,303.4,31.3,理工,一流学科/211,江苏,"https://www.hhu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/76817036.png
中国矿业大学,China University of Mining and Technology - Xuzhou,61,301.6,28.3,理工,一流学科/211,江苏,"http://www.cumt.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/15914272.png
北京化工大学,Beijing University of Chemical Technology,62,296.7,28.2,理工,一流学科/211,北京,"https://www.buct.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46052210.png
中国地质大学（北京）,China University of Geosciences (Beijing),63,295.5,32.7,理工,一流学科/211,北京,"https://www.cugb.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/21004246.png
西北大学,Northwest University,64,293.0,25.6,综合,一流学科/211,陕西,"https://www.nwu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/15797720.png
江南大学,Jiangnan University,65,292.9,27.4,综合,一流学科/211,江苏,"https://www.jiangnan.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/92884896.png
上海科技大学,ShanghaiTech University,66,288.7,33.4,综合,,上海,"https://www.shanghaitech.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46886554.png
中国石油大学（华东）,China University of Petroleum (Huadong),67,287.4,27.6,理工,一流学科/211,山东,"https://www.upc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/92620812.png
西南大学,Southwest University,68,286.5,26.4,综合,一流学科/211,重庆,"http://www.swu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68012227.png
中国矿业大学（北京）,China University of Mining and Technology - Beijing,69,285.5,31.2,理工,一流学科/211,北京,"http://www.cumt.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/61910568.png
深圳大学,Shenzhen University,70,280.4,25.5,综合,,广东,"https://www.szu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88823168.png
陕西师范大学,Shaanxi Normal University,71,280.1,33.2,师范,一流学科/211,陕西,"https://www.snnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22611416.png
江苏大学,Jiangsu University,72,276.9,26.5,综合,,江苏,"https://www.ujs.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/28154997.png
浙江工业大学,Zhejiang University of Technology,73,275.6,27.6,理工,,浙江,"https://www.zjut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19897860.png
北京林业大学,Beijing Forestry University,74,275.0,28.5,林业,一流学科/211,北京,"http://www.bjfu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43861010.png
华南师范大学,South China Normal University,75,274.7,27.4,师范,一流学科/211,广东,"https://www.scnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/47317168.png
西北农林科技大学,Northwest A&amp;F University,76,273.7,27.9,农业,一流大学B类/985/211,陕西,"https://www.nwsuaf.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/25536937.png
扬州大学,Yangzhou University,77,269.5,25.9,综合,,江苏,"https://www.yzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/61656418.png
南昌大学,Nanchang University,78,268.9,27.3,综合,一流学科/211,江西,"http://www.ncu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/25119833.png
福州大学,Fuzhou University,79,267.7,28.6,理工,一流学科/211,福建,"https://www.fzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/77372849.png
华北电力大学,North China Electric Power University,80,263.2,27.1,理工,一流学科/211,北京,"https://www.ncepu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/13312897.png
东华大学,Donghua University,81,262.8,28.9,理工,一流学科/211,上海,"https://www.dhu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/41255312.png
合肥工业大学,Hefei University of Technology,82,262.7,26.2,理工,一流学科/211,安徽,"https://www.hfut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/55155531.png
云南大学,Yunnan University,83,262.1,29.5,综合,一流大学B类/211,云南,"https://www.ynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/31586909.png
宁波大学,Ningbo University,84,261.4,27.7,综合,一流学科,浙江,"https://www.nbu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83052172.png
首都师范大学,Capital Normal University,85,261.1,29.9,师范,一流学科,北京,"https://www.cnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/66860048.png
湖南师范大学,Hunan Normal University,86,259.6,27.9,师范,一流学科/211,湖南,"https://www.hunnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60718001.png
南京工业大学,Nanjing Tech University,87,259.5,25.7,理工,,江苏,"http://www.njtech.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/18208126.png
长安大学,Chang'an University,88,250.2,28.1,理工,一流学科/211,陕西,"http://www.xahu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22876250.png
福建师范大学,Fujian Normal University,89,248.2,27.0,师范,,福建,"https://www.fjnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/63841113.png
安徽大学,Anhui University,90,243.1,26.0,综合,一流学科/211,安徽,"https://www.ahu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/13378567.png
南京信息工程大学,Nanjing University of Information Science &amp; Technology,91,240.9,23.5,理工,一流学科,江苏,"https://www.nuist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/59759082.png
上海理工大学,University of Shanghai for Science and Technology,92,240.7,28.7,理工,,上海,"https://www.usst.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/13304999.png
华南农业大学,South China Agricultural University,93,238.3,23.4,农业,,广东,"https://www.scau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/90236014.png
广西大学,Guangxi University,94,237.0,27.3,综合,一流学科/211,广西,"https://www.gxu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22864185.png
南京邮电大学,Nanjing University of Posts and Telecommunications,95,235.7,25.5,理工,一流学科,江苏,"https://www.njupt.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19754745.png
燕山大学,Yanshan University,95,235.7,26.7,理工,,河北,"https://www.ysu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/79375733.png
河南大学,Henan University,97,234.6,24.6,综合,一流学科,河南,"https://www.henu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/80055117.png
湖北大学,Hubei University,98,232.9,23.7,综合,,湖北,"https://www.hubu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88139185.png
广州大学,Guangzhou University,99,232.7,23.9,综合,,广东,"http://www.gzhu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/65301006.png
青岛大学,Qingdao University,100,231.4,25.2,综合,,山东,"https://www.qdu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/17947921.png
湘潭大学,Xiangtan University,101,229.9,,综合,,湖南,"https://www.xtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/94973363.png
广东工业大学,Guangdong University of Technology,102,229.6,,理工,,广东,"https://www.gdut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/47705257.png
浙江师范大学,Zhejiang Normal University,103,229.2,,师范,,浙江,"https://www.zjnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/34648327.png
大连海事大学,Dalian Maritime University,104,228.4,,理工,一流学科/211,辽宁,"https://www.dlmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/30113036.png
上海师范大学,Shanghai Normal University,105,227.3,,师范,,上海,"https://www.shnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/69056215.png
杭州电子科技大学,Hangzhou Dianzi University,106,226.9,,理工,,浙江,"https://www.hdu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/47982726.png
武汉科技大学,Wuhan University of Science and Technology,107,226.6,,理工,,湖北,"https://www.wust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/80614446.png
南京林业大学,Nanjing Forestry University,108,225.3,,林业,一流学科,江苏,"https://www.njfu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/34561912.png
河北工业大学,Hebei University of Technology,109,223.8,,理工,一流学科/211,天津,"https://www.hebut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/23684464.png
山东师范大学,Shandong Normal University,109,223.8,,师范,,山东,"http://www.sdnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/91702072.png
浙江理工大学,Zhejiang Sci-Tech University,111,221.8,,理工,,浙江,"https://www.zstu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16934191.png
山西大学,Shanxi University,112,221.0,,综合,,山西,"https://www.sxu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/45548865.png
太原理工大学,Taiyuan University of Technology,113,219.8,,理工,一流学科/211,山西,"https://www.tyut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/32584796.png
东北林业大学,Northeast Forestry University - China,114,218.9,,林业,一流学科/211,黑龙江,"https://www.nefu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/23921267.png
河北大学,Hebei University,115,217.0,,综合,,河北,"https://www.hbu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/93335325.png
东北农业大学,Northeast Agricultural University - China,116,216.3,,农业,一流学科/211,黑龙江,"http://www.neau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/52533406.png
江西师范大学,Jiangxi Normal University,117,215.5,,师范,,江西,"https://www.jxnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/81455706.png
西安建筑科技大学,Xi'an University of Architecture and Technology,117,215.5,,理工,,陕西,"https://www.xauat.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16154228.png
杭州师范大学,Hangzhou Normal University,119,215.2,,师范,,浙江,"http://www.hznu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19604361.png
内蒙古大学,Inner Mongolia University,120,214.9,,综合,一流学科/211,内蒙古,"https://www.imu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/53570063.png
福建农林大学,Fujian Agriculture and Forestry University,121,214.0,,农业,,福建,"https://www.fafu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/45877801.png
江苏师范大学,Jiangsu Normal University,122,213.4,,师范,,江苏,"http://www.jsnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43285571.png
西安理工大学,Xi'an University of Technology,123,213.2,,理工,,陕西,"https://www.xaut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/41922592.png
辽宁大学,Liaoning University,124,212.6,,综合,一流学科/211,辽宁,"http://www.lnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38214321.png
北京建筑大学,Beijing University of Civil Engineering and Architecture,125,210.8,,理工,,北京,"https://www.bucea.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88552972.png
安徽师范大学,Anhui Normal University,126,210.5,,师范,,安徽,"https://www.ahnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/34817561.png
河南师范大学,Henan Normal University,127,210.4,,师范,,河南,"https://www.htu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83132958.png
长沙理工大学,Changsha University of Science and Technology,128,209.5,,理工,,湖南,"https://www.csust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12224674.png
昆明理工大学,Kunming University of Science and Technology,129,206.7,,理工,,云南,"https://www.kmust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/50829319.png
新疆大学,Xinjiang University,129,206.7,,综合,一流大学B类/211,新疆,"http://www.xju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/17029370.png
汕头大学,Shantou University,131,206.4,,综合,,广东,"https://www.stu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/34125242.png
西南石油大学,Southwest Petroleum University,132,206.0,,理工,一流学科,四川,"https://www.swpu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43387859.png
山东科技大学,Shandong University of Science and Technology,133,204.5,,综合,,山东,"https://www.sdust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/69243726.png
河南农业大学,Henan Agricultural University,134,204.3,,农业,,河南,"http://www.henau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/20942432.png
贵州大学,Guizhou University,135,201.7,,综合,一流学科/211,贵州,"http://www.gzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/47002167.png
华侨大学,Huaqiao University,136,201.4,,综合,,福建,"https://www.hqu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22700357.png
河北师范大学,Hebei Normal University,137,201.1,,师范,,河北,"http://www.hebtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/91541508.png
黑龙江大学,Heilongjiang University,138,201.0,,综合,,黑龙江,"http://www.hlju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/73169357.png
中国计量大学,China Jiliang University,138,201.0,,理工,,浙江,"https://www.cjlu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/30667767.png
