name,name_eng,rank,total_score,school_level,type,note,location,link,logo
玉林师范学院,Yulin Normal University,433,98.8,,师范,,广西,"https://www.ylu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/23382976.png
南京特殊教育师范学院,Nanjing Normal University of Special Education,434,98.4,,师范,,江苏,"https://www.njts.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4784677600.jpg
华北科技学院,North China Institute of Science and Technology,435,98.2,,理工,,河北,"https://www.ncist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/94510632.png
唐山学院,Tangshan College,436,98.0,,理工,,河北,"https://www.tsc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60481068.png
韶关学院,Shaoguan University,437,97.9,,综合,,广东,"http://www.sgu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14887282.png
河西学院,HeXi University,438,97.6,,综合,,甘肃,"https://www.hxu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84218792.png
黄山学院,Huangshan University,438,97.6,,师范,,安徽,"https://www.hsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/56600197.png
中国民用航空飞行学院,Civil Aviation Flight University of China,440,97.3,,理工,,四川,"https://www.cafuc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/49642757.png
湖南工程学院,Hunan Institute of Engineering,441,97.2,,理工,,湖南,"https://www.hnie.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/87270858.png
三明学院,Sanming University,442,96.8,,综合,,福建,"https://www.fjsmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8062462800.jpg
泰州学院,Taizhou University,443,96.7,,师范,,江苏,"https://www.tzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4682020700.jpg
湖北理工学院,Hubei Polytechnic University,444,96.5,,理工,,湖北,"https://www.hbpu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43373392.png
石家庄学院,Shijiazhuang University,444,96.5,,师范,,河北,"https://www.sjzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40469773.png
莆田学院,Putian University,446,96.3,,综合,,福建,"https://www.ptu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/70611686.png
龙岩学院,Longyan University,447,96.2,,综合,,福建,"https://www.lyun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/37500595.png
内蒙古科技大学包头师范学院,Baotou Teachers' College,448,96.1,,综合,,内蒙古,"https://www.bttc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2887180000.jpg
安顺学院,Anshun University,449,95.8,,综合,,贵州,"http://www.asu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1559271700.jpg
南昌师范学院,Nanchang Normal University,449,95.8,,师范,,江西,"http://www.ncnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9123847400.jpg
四川文理学院,Sichuan University of Arts and Science,451,95.5,,综合,,四川,"https://www.sasu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/52936789.png
廊坊师范学院,Langfang Teachers University,452,95.2,,师范,,河北,"https://www.lfnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/28138817.png
玉溪师范学院,Yuxi Normal University,452,95.2,,师范,,云南,"http://www.yxnu.net/
",https://www.shanghairanking.cn/_uni/logo/22391217.png
河南城建学院,Henan University of Urban Construction,454,95.1,,理工,,河南,"https://www.hncj.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/98614127.png
重庆第二师范学院,Chongqing University of Education,455,95.0,,师范,,重庆,"https://www.cque.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/78569083.png
西昌学院,Xichang College,456,94.9,,综合,,四川,"https://www.xcc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8838763600.jpg
凯里学院,Kaili University,457,94.8,,综合,,贵州,"https://www.kluniv.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8587602700.jpg
牡丹江师范学院,Mudanjiang Normal University,457,94.8,,师范,,黑龙江,"http://www.mdjnu.com/
",https://www.shanghairanking.cn/_uni/logo/39075056.png
四川旅游学院,Sichuan Tourism University,459,94.6,,综合,,四川,"http://www.sctu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1651148300.jpg
郑州师范学院,Zhengzhou Normal University,460,94.4,,师范,,河南,"https://www.zznu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/81495500.png
大庆师范学院,Daqing Normal University,461,94.3,,综合,,黑龙江,"http://www.dqsy.net/
",https://www.shanghairanking.cn/_uni/logo-jpg/7194980800.jpg
攀枝花学院,Panzhihua University,461,94.3,,综合,,四川,"http://www.pzhu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/39118190.png
昆明学院,Kunming University,463,94.2,,综合,,云南,"https://www.kmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12954554.png
衢州学院,Quzhou University,464,94.1,,理工,,浙江,"https://www.qzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/72411383.png
白城师范学院,Baicheng Normal University,465,93.6,,师范,,吉林,"http://www.bcsfxy.com/
",https://www.shanghairanking.cn/_uni/logo-jpg/4750387800.jpg
吉林工程技术师范学院,Jilin Engineering Normal University,465,93.6,,师范,,吉林,"http://www.jlenu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9472304600.jpg
淮南师范学院,Huainan Normal University,467,93.5,,师范,,安徽,"http://www.hnnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/56595333.png
湖州学院,Huzhou University Qiuzhen College,467,93.5,,师范,,浙江,"https://www.zjhzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19332185.png
嘉应学院,Jiaying University,467,93.5,,综合,,广东,"https://www.jyu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40007744.png
南阳理工学院,Nanyang Institute of Technology,467,93.5,,理工,,河南,"https://www.nyist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83749369.png
营口理工学院,YingKou Institute of Technology,467,93.5,,理工,,辽宁,"http://www.yku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1906674600.jpg
商洛学院,Shangluo University,472,93.4,,综合,,陕西,"http://www.slxy.cn/
",https://www.shanghairanking.cn/_uni/logo/56711450.png
陇东学院,Long Dong University,473,92.4,,师范,,甘肃,"https://www.ldxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/49553796.png
保定学院,Baoding University,474,92.3,,师范,,河北,"https://www.bdu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8911327100.jpg
苏州城市学院,Wenzheng College of Soochow University,474,92.3,,综合,,江苏,"http://www.szcu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7187173700.jpg
安康学院,Ankang University,476,92.2,,综合,,陕西,"http://www.aku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83476348.png
湖南科技学院,Hunan University of Science and Engineering,477,91.7,,综合,,湖南,"https://www.hnust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/89586778.png
山东管理学院,Shandong Management University,477,91.7,,综合,,山东,"https://www.sdmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7097115800.jpg
贵阳学院,Guiyang University,479,91.5,,综合,,贵州,"http://www.gyu.cn/
",https://www.shanghairanking.cn/_uni/logo/66279213.png
辽宁科技学院,Liaoning Institute of Science and Technology,480,91.4,,理工,,辽宁,"https://www.lnist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2349550300.jpg
武夷学院,Wuyi University,481,91.3,,综合,,福建,"https://www.wuyiu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6657725600.jpg
鞍山师范学院,Anshan Normal University Liaoning China,482,91.2,,师范,,辽宁,"http://www.asnc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/82317225.png
湘南学院,Xiangnan University,483,91.1,,理工,,湖南,"https://xnxy.bysjy.com.cn/
",https://www.shanghairanking.cn/_uni/logo/21632133.png
六盘水师范学院,Liupanshui Normal University,484,90.9,,师范,,贵州,"https://www.lpssy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1719257800.jpg
河南牧业经济学院,Henan University of Animal Husbandry and Economy,485,90.7,,农业,,河南,"https://www.hnuahe.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/55458057.png
平顶山学院,Pingdingshan University,485,90.7,,师范,,河南,"https://www.pdsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/95443426.png
贺州学院,Hezhou University,487,90.6,,综合,,广西,"http://www.hzxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68638535.png
兰州工业学院,Lanzhou Institute of Technology,487,90.6,,理工,,甘肃,"https://www.lzit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9986906100.jpg
宁德师范学院,Ningde Normal University,489,90.5,,师范,,福建,"http://www.ndnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6036772300.jpg
池州学院,Chizhou University,490,90.4,,师范,,安徽,"https://www.czu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/31711737.png
黔南民族师范学院,Qiannan Normal College for Nationalities,491,90.2,,师范,,贵州,"http://2.hsrd.cc/
",https://www.shanghairanking.cn/_uni/logo-jpg/2274361400.jpg
太原师范学院,Taiyuan Normal University,491,90.2,,师范,,山西,"http://www.tynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/95911693.png
宿州学院,Suzhou University,493,90.1,,师范,,安徽,"http://www.ahszu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5126663700.jpg
山东石油化工学院,"Shengli College, China University of Petroleum",494,89.8,,理工,,山东,"https://zs.slcupc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1462012500.jpg
海南热带海洋学院,Hainan Tropical Ocean University,495,89.7,,综合,,海南,"http://www.hntou.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40219438.png
黑河学院,Heihe University,496,89.4,,综合,,黑龙江,"http://www.hhhxy.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6108486600.jpg
吉林农业科技学院,Jilin Agricultural Science and Technology University,496,89.4,,农业,,吉林,"https://www.jlnku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3050964900.jpg
辽东学院,Eastern Liaoning University,496,89.4,,综合,,辽宁,"http://www.elnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/32502477.png
山西大同大学,Shanxi Datong University,496,89.4,,综合,,山西,"https://www.sxdtdx.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84783964.png
西安航空学院,Xi'an Aeronautical University,496,89.4,,理工,,陕西,"https://www.xaau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/48156282.png
陕西学前师范学院,Shaanxi Xueqian Normal University,501,89.3,,师范,,陕西,"http://www.snsy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1691016600.jpg
四川民族学院,Sichuan University for Nationalities,501,89.3,,师范,,四川,"https://www.scun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6044899600.jpg
山东农业工程学院,Shandong Agriculture and Engineering University,503,88.8,,综合,,山东,"https://www.sdaeu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7258167900.jpg
蚌埠学院,Bengbu University,504,88.3,,理工,,安徽,"https://www.bbc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/64894541.png
怀化学院,Huaihua University,505,87.9,,综合,,湖南,"http://www.hhtc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/97532390.png
新余学院,Xinyu University,506,87.8,,综合,,江西,"http://www.xyc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6113099900.jpg
邵阳学院,Shaoyang University,507,87.7,,理工,,湖南,"https://www.hnsyu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/89823044.png
楚雄师范学院,Chuxiong Normal University,508,87.4,,师范,,云南,"https://www.cxtc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/62283799.png
河南工程学院,Henan University of Engineering,508,87.4,,理工,,河南,"http://www.haue.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/27407185.png
济宁学院,Jining University,510,87.3,,师范,,山东,"https://www.jnxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/45162710.png
喀什大学,Kashi University,511,87.2,,师范,,新疆,"https://www.ksu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3795453200.jpg
兰州文理学院,Lanzhou University of Arts and Science,512,86.9,,综合,,甘肃,"https://www.luas.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3454415300.jpg
赤峰学院,Chifeng University,513,86.8,,综合,,内蒙古,"http://www.cfxy.cn/
",https://www.shanghairanking.cn/_uni/logo/71637705.png
汉江师范学院,Hanjiang Normal University,513,86.8,,师范,,湖北,"http://www.hjnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8409386600.jpg
伊犁师范大学,Yili Normal University,515,86.7,,师范,,新疆,"https://www.ylnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88921235.png
贵州工程应用技术学院,Guizhou University of Engineering Science,516,86.5,,师范,,贵州,"https://www.gues.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3605984000.jpg
邢台学院,Xingtai University,517,86.4,,师范,,河北,"http://www.xttc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16573557.png
邯郸学院,Handan College,518,86.2,,师范,,河北,"https://www.hdc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22418873.png
衡水学院,Hengshui University,518,86.2,,师范,,河北,"https://www.hsnc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1780203800.jpg
晋中学院,Jinzhong University,520,86.1,,师范,,山西,"https://www.jzxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9083433800.jpg
梧州学院,Wuzhou University,521,86.0,,综合,,广西,"http://www.gxuwz.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3573615200.jpg
菏泽学院,Heze University,522,85.8,,综合,,山东,"http://www.hezeu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6859622100.jpg
红河学院,Honghe University,522,85.8,,综合,,云南,"https://www.uoh.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/87705412.png
甘肃民族师范学院,Gansu Normal University for Nationalities,524,85.7,,师范,,甘肃,"http://www.gnun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6463626300.jpg
呼伦贝尔学院,Hulunbuir University,525,85.6,,综合,,内蒙古,"http://www.hlbrc.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3798407700.jpg
山东女子学院,Shandong Women's University,526,85.4,,综合,,山东,"https://www.sdwu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6756319700.jpg
湖南人文科技学院,"Hunan University of Humanities, Science and Technology",527,84.8,,师范,,湖南,"http://www.huhst.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4726142300.jpg
广州航海学院,Guangzhou Maritime University,528,84.6,,理工,,广东,"https://www.gzmtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8091211800.jpg
新乡学院,Xinxiang University,528,84.6,,理工,,河南,"https://www.xxu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/36805815.png
百色学院,Baise University,530,84.2,,综合,,广西,"https://www.bsuc.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5133582400.jpg
沧州师范学院,Cangzhou Normal University,531,83.9,,师范,,河北,"http://www.caztc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7545744400.jpg
景德镇学院,Jingdezhen University,532,83.6,,综合,,江西,"http://www.jdzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8700667100.jpg
福建技术师范学院,Fujian Polytechnic Normal University,533,83.4,,师范,,福建,"http://www.fpnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2006306400.jpg
赣南科技学院,"College of Applied Science, Jiangxi University of Science and Technology",533,83.4,,理工,,江西,"http://www.gnust.edu.cn/
",
广西民族师范学院,Guangxi Normal University for Nationalities,533,83.4,,师范,,广西,"http://www.gxnun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8391212800.jpg
荆楚理工学院,Jingchu University of Technology,533,83.4,,理工,,湖北,"http://www.jcut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/77437503.png
安阳工学院,Anyang Institute of Technology,537,83.2,,理工,,河南,"https://www.ayit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16651461.png
阿坝师范学院,Aba Teachers University,538,82.8,,师范,,四川,"http://www.abtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7867310100.jpg
信阳农林学院,Xinyang Agriculture and Forestry University,538,82.8,,农业,,河南,"https://www.xyafu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8561928200.jpg
巢湖学院,Chaohu University,540,82.6,,师范,,安徽,"https://www.chu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/67944058.png
河北民族师范学院,Hebei Normal University for Nationalities,541,82.5,,师范,,河北,"https://www.hbun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4961844000.jpg
桂林航天工业学院,Guilin University of Aerospace Technology,542,82.3,,理工,,广西,"https://www.guat.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/78821750.png
长治学院,Changzhi University,543,82.2,,师范,,山西,"https://www.czc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6834033600.jpg
河池学院,Hechi University,544,81.0,,综合,,广西,"https://www.hcnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8043470000.jpg
河北环境工程学院,Hebei University of Environmental Engineering,545,80.9,,综合,,河北,"https://www.hebuee.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5184991800.jpg
张家口学院,Zhangjiakou University,546,80.7,,综合,,河北,"http://www.zjku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7082706800.jpg
湖南工学院,Hunan Institute of Technology,547,80.6,,理工,,湖南,"https://www.hnit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/65480177.png
河南工学院,Henan Institute of Technology,548,80.5,,理工,,河南,"https://www.hait.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2200013300.jpg
兴义民族师范学院,Xingyi Normal University for Nationalities,549,80.0,,师范,,贵州,"https://www.xynun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4357856000.jpg
绥化学院,Suihua University,550,79.8,,综合,,黑龙江,"http://www.shxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3200894300.jpg
温州理工学院,Wenzhou University Oujiang College,551,79.2,,师范,,浙江,"https://www.wzut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3429316100.jpg
保山学院,Baoshan University,552,79.0,,师范,,云南,"https://www.bsnc.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3305498700.jpg
山东青年政治学院,Shandong Youth University of Political Science,553,78.9,,综合,,山东,"http://www.sdyu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8794886600.jpg
长沙师范学院,Changsha Normal University,554,78.8,,师范,,湖南,"http://www.cssf.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3063398500.jpg
枣庄学院,Zaozhuang University,555,78.1,,综合,,山东,"http://www.uzz.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84643594.png
郑州工程技术学院,Zhengzhou Institute of Technology,555,78.1,,理工,,河南,"https://www.zzut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8369306300.jpg
运城学院,Yuncheng University,557,77.9,,师范,,山西,"http://www.ycu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/26090569.png
文山学院,Wenshan University,558,76.9,,师范,,云南,"https://www.wsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9311830300.jpg
吕梁学院,Luliang University,559,76.3,,师范,,山西,"https://www.llu.edu.cn/
",
新疆工程学院,Xinjiang Institute of Engineering,560,75.5,,理工,,新疆,"https://www.xjie.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9851006000.jpg
普洱学院,Puer University,561,75.1,,师范,,云南,"http://www.peuni.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1659450100.jpg
萍乡学院,Pingxiang University,562,73.2,,综合,,江西,"http://www.pxc.jx.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2474541200.jpg
集宁师范学院,Jining Normal University,563,72.6,,师范,,内蒙古,"http://www.jntc.nm.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1592444300.jpg
滇西科技师范学院,West Yunnan University,564,72.2,,师范,,云南,"http://www.wynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4442061900.jpg
太原工业学院,Taiyuan Institute of Technology,565,71.8,,理工,,山西,"https://www.tit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/18568381.png
新疆理工学院,Xinjiang Institute of Technology,566,71.7,,综合,,新疆,"http://www.xjistedu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8039186500.jpg
广西科技师范学院,Guangxi Science and Technology Normal University,567,71.5,,师范,,广西,"https://www.gxstnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8668105300.jpg
昭通学院,Zhaotong University,568,71.2,,师范,,云南,"https://www.ztu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6432819300.jpg
忻州师范学院,Xinzhou Teachers University,569,71.1,,师范,,山西,"http://www.xztu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/87333253.png
河北石油职业技术大学,Hebei University of Technology City College,570,70.7,,理工,,河北,"https://www.cdpc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4513491700.jpg
昌吉学院,Changji University,571,70.1,,师范,,新疆,"http://www.cjc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1738244300.jpg
琼台师范学院,Qiongtai Normal University,572,69.8,,师范,,海南,"http://www.qtnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8817040400.jpg
鄂尔多斯应用技术学院,Ordos Institute of Technology,573,69.3,,综合,,内蒙古,"https://www.oit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7932247000.jpg
黑龙江工业学院,Heilongjiang University of Technology,574,68.2,,理工,,黑龙江,"http://www.hljut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4358643700.jpg
新疆政法学院,College of Science &amp; Technology Shihezi University,575,66.9,,综合,,新疆,"http://www.xjzfu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5488556200.jpg
山西能源学院,Shanxi Institute of Energy,576,64.9,,综合,,山西,"http://www.sxeu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7446893200.jpg
赣东学院,"East China Institute of Technology, Yangtze River College",577,64.2,,理工,,江西,"http://www.gdc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4406712200.jpg
河套学院,Hetao University,578,64.1,,综合,,内蒙古,"http://www.hetaodaxue.com/
",https://www.shanghairanking.cn/_uni/logo-jpg/6352286800.jpg
亳州学院,Bozhou University,579,63.6,,师范,,安徽,"http://www.bzuu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46908529.png
豫章师范学院,Yuzhang Normal University,580,62.1,,师范,,江西,"https://www.yuznu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9530226800.jpg
山西工程技术学院,Shanxi Institute of Technology,581,61.9,,理工,,山西,"http://www.sxgy.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5595557000.jpg
太原学院,Taiyuan University,582,58.2,,理工,,山西,https://tyu.edu.cn/,https://www.shanghairanking.cn/_uni/logo-jpg/6208575900.jpg
