校名,英文名,2021软科排名,备注,类型,地点,2021软科总分,2021软科办学层次,logo下载url
安徽工业大学,Anhui University of Technology,168,,理工,安徽,178.6,,https://www.shanghairanking.cn/_uni/logo/48772206.png
河南理工大学,Henan Polytechnic University,169,,理工,河南,177.7,,https://www.shanghairanking.cn/_uni/logo/73183299.png
宁夏大学,Ningxia University,170,一流学科/211,综合,宁夏,176.4,,https://www.shanghairanking.cn/_uni/logo/26171919.png
西安科技大学,Xi'an University of Science and Technology,171,,理工,陕西,175.0,,https://www.shanghairanking.cn/_uni/logo/98750379.png
上海海事大学,Shanghai Maritime University,172,,理工,上海,174.6,,https://www.shanghairanking.cn/_uni/logo/27308396.png
成都理工大学,Chengdu University of Technology,173,一流学科,理工,四川,174.2,,https://www.shanghairanking.cn/_uni/logo/46566063.png
南昌航空大学,Nanchang Hangkong University,174,,理工,江西,173.7,,https://www.shanghairanking.cn/_uni/logo/58177572.png
长春理工大学,Changchun University of Science and Technology,175,,理工,吉林,172.7,,https://www.shanghairanking.cn/_uni/logo/89241049.png
辽宁师范大学,Liaoning Normal University,176,,师范,辽宁,172.5,,https://www.shanghairanking.cn/_uni/logo/95713009.png
西南科技大学,Southwest University of Science and Technology,177,,理工,四川,172.1,,https://www.shanghairanking.cn/_uni/logo/36892794.png
河北农业大学,Hebei Agricultural University,178,,农业,河北,171.9,,https://www.shanghairanking.cn/_uni/logo/80338654.png
中北大学,North University of China,179,,理工,山西,171.7,,https://www.shanghairanking.cn/_uni/logo/11211551.png
青海大学,Qinghai University,180,一流学科/211,综合,青海,171.6,,https://www.shanghairanking.cn/_uni/logo/68094541.png
集美大学,Jimei University,181,,综合,福建,170.7,,https://www.shanghairanking.cn/_uni/logo/50079480.png
武汉纺织大学,Wuhan Textile University,182,,理工,湖北,170.4,,https://www.shanghairanking.cn/_uni/logo/90958165.png
天津理工大学,Tianjin University of Technology,183,,理工,天津,170.3,,https://www.shanghairanking.cn/_uni/logo/41797414.png
四川师范大学,Sichuan Normal University,184,,师范,四川,170.1,,https://www.shanghairanking.cn/_uni/logo/20160347.png
云南师范大学,Yunnan Normal University,185,,师范,云南,169.6,,https://www.shanghairanking.cn/_uni/logo/33806915.png
浙江海洋大学,Zhejiang Ocean University,185,,农业,浙江,169.6,,https://www.shanghairanking.cn/_uni/logo/75085847.png
天津科技大学,Tianjin University of Science and Technology,187,,理工,天津,169.5,,https://www.shanghairanking.cn/_uni/logo/19351758.png
湖南科技大学,Hunan University of Science and Technology,188,,综合,湖南,169.4,,https://www.shanghairanking.cn/_uni/logo/66401420.png
重庆交通大学,Chongqing Jiaotong University,189,,理工,重庆,169.1,,https://www.shanghairanking.cn/_uni/logo/71040976.png
长江大学,Yangtze University,190,,综合,湖北,168.4,,https://www.shanghairanking.cn/_uni/logo/50201974.png
兰州理工大学,Lanzhou University of Technology,191,,理工,甘肃,168.1,,https://www.shanghairanking.cn/_uni/logo/67319577.png
山东理工大学,Shandong University of Technology,191,,理工,山东,168.1,,https://www.shanghairanking.cn/_uni/logo/36456722.png
安徽理工大学,Anhui University of Science and Technology,193,,理工,安徽,167.0,,https://www.shanghairanking.cn/_uni/logo/42528928.png
烟台大学,Yantai University,193,,综合,山东,167.0,,https://www.shanghairanking.cn/_uni/logo/78347320.png
大连工业大学,Dalian Polytechnic University,195,,理工,辽宁,165.9,,https://www.shanghairanking.cn/_uni/logo/56717207.png
哈尔滨理工大学,Harbin University of Science and Technology,196,,理工,黑龙江,165.5,,https://www.shanghairanking.cn/_uni/logo/37722595.png
沈阳师范大学,Shenyang Normal University,196,,师范,辽宁,165.5,,https://www.shanghairanking.cn/_uni/logo/35037401.png
延边大学,Yanbian University,198,一流学科/211,综合,吉林,165.4,,https://www.shanghairanking.cn/_uni/logo/80498016.png
内蒙古农业大学,Inner Mongolia Agricultural University,199,,农业,内蒙古,165.3,,https://www.shanghairanking.cn/_uni/logo/21981730.png
河南科技大学,Henan University of Science and Technology,200,,综合,河南,164.9,,https://www.shanghairanking.cn/_uni/logo/15231544.png
南华大学,University of South China,201,,综合,湖南,164.1,,https://www.shanghairanking.cn/_uni/logo/37506435.png
哈尔滨师范大学,Harbin Normal University,202,,师范,黑龙江,164.0,,https://www.shanghairanking.cn/_uni/logo/21560941.png
石家庄铁道大学,Shijiazhuang Tiedao University,203,,理工,河北,163.5,,https://www.shanghairanking.cn/_uni/logo/56126922.png
北京信息科技大学,Beijing Information Science &amp; Technology University,204,,理工,北京,163.4,,https://www.shanghairanking.cn/_uni/logo/34773687.png
沈阳建筑大学,Shenyang Jianzhu University,205,,理工,辽宁,162.5,,https://www.shanghairanking.cn/_uni/logo/83840131.png
青岛农业大学,Qingdao Agricultural University,206,,农业,山东,162.4,,https://www.shanghairanking.cn/_uni/logo/23730927.png
上海工程技术大学,Shanghai University of Engineering Science,207,,理工,上海,161.7,,https://www.shanghairanking.cn/_uni/logo/45746621.png
河南工业大学,Henan University of Technology,208,,理工,河南,161.4,,https://www.shanghairanking.cn/_uni/logo/30747881.png
江西理工大学,Jiangxi University of Science and Technology,209,,理工,江西,161.1,,https://www.shanghairanking.cn/_uni/logo/17877939.png
中南林业科技大学,Central South University of Forestry &amp; Technology,210,,林业,湖南,160.8,,https://www.shanghairanking.cn/_uni/logo/51346265.png
北京农学院,Beijing University of Agriculture,211,,农业,北京,160.7,,https://www.shanghairanking.cn/_uni/logo/37951247.png
重庆师范大学,Chongqing Normal University,212,,师范,重庆,160.6,,https://www.shanghairanking.cn/_uni/logo/84729350.png
江西农业大学,Jiangxi Agricultural University,213,,农业,江西,160.5,,https://www.shanghairanking.cn/_uni/logo/90588785.png
兰州交通大学,Lanzhou Jiaotong University,213,,理工,甘肃,160.5,,https://www.shanghairanking.cn/_uni/logo/43772124.png
西藏大学,Tibet University,215,一流学科/211,综合,西藏,159.7,,https://www.shanghairanking.cn/_uni/logo/71112798.png
沈阳工业大学,Shenyang University of Technology,216,,理工,辽宁,159.6,,https://www.shanghairanking.cn/_uni/logo/88323331.png
华东交通大学,East China Jiaotong University,217,,理工,江西,159.4,,https://www.shanghairanking.cn/_uni/logo/87418361.png
沈阳航空航天大学,Shenyang Aerospace University,218,,理工,辽宁,159.2,,https://www.shanghairanking.cn/_uni/logo/95837223.png
西安邮电大学,Xi'an University of Posts and Telecommunications,219,,理工,陕西,158.9,,https://www.shanghairanking.cn/_uni/logo/14415798.png
东华理工大学,East China University of Technology,220,,理工,江西,158.7,,https://www.shanghairanking.cn/_uni/logo/80888604.png
东北电力大学,Northeast Electric Power University,221,,理工,吉林,158.6,,https://www.shanghairanking.cn/_uni/logo/67384709.png
上海电力大学,Shanghai University of Electric Power,222,,理工,上海,157.9,,https://www.shanghairanking.cn/_uni/logo/10117000.png
鲁东大学,Ludong University,223,,综合,山东,157.3,,https://www.shanghairanking.cn/_uni/logo/27442378.png
国际关系学院,University of International Relations,224,,综合,北京,157.2,,https://www.shanghairanking.cn/_uni/logo-jpg/3679975000.jpg
大连大学,Dalian University,225,,综合,辽宁,156.9,,https://www.shanghairanking.cn/_uni/logo/60934075.png
苏州科技大学,Suzhou University of Science and Technology,226,,理工,江苏,156.4,,https://www.shanghairanking.cn/_uni/logo/14409136.png
河北科技大学,Hebei University of Science and Technology,227,,理工,河北,155.9,,https://www.shanghairanking.cn/_uni/logo/87539958.png
渤海大学,Bohai University,228,,综合,辽宁,155.8,,https://www.shanghairanking.cn/_uni/logo/41274490.png
华北理工大学,North China University of Science and Technology,229,,综合,河北,155.5,,https://www.shanghairanking.cn/_uni/logo/60206933.png
甘肃农业大学,Gansu Agricultural University,230,,农业,甘肃,155.4,,https://www.shanghairanking.cn/_uni/logo/73822591.png
北京印刷学院,Beijing Institute of Graphic Communication,231,,理工,北京,154.1,,https://www.shanghairanking.cn/_uni/logo/19759004.png
重庆理工大学,Chongqing University of Technology,232,,理工,重庆,153.3,,https://www.shanghairanking.cn/_uni/logo/14275328.png
西安石油大学,Xi'an Shiyou University,232,,理工,陕西,153.3,,https://www.shanghairanking.cn/_uni/logo/37520130.png
海南师范大学,Hainan Normal University,234,,师范,海南,152.8,,https://www.shanghairanking.cn/_uni/logo/94936624.png
上海应用技术大学,Shanghai Institute of Technology,235,,理工,上海,151.6,,https://www.shanghairanking.cn/_uni/logo/11765823.png
桂林电子科技大学,Guilin University of Electronic Technology,236,,理工,广西,151.2,,https://www.shanghairanking.cn/_uni/logo/13097274.png
聊城大学,Liaocheng University,237,,综合,山东,150.8,,https://www.shanghairanking.cn/_uni/logo/34048509.png
郑州轻工业大学,Zhengzhou University of Light Industry,237,,理工,河南,150.8,,https://www.shanghairanking.cn/_uni/logo-jpg/3492800000.jpg
武汉轻工大学,Wuhan Polytechnic University,239,,理工,湖北,150.0,,https://www.shanghairanking.cn/_uni/logo/45183909.png
安徽建筑大学,Anhui jianzhu University,240,,理工,安徽,149.9,,https://www.shanghairanking.cn/_uni/logo/40890032.png
东北石油大学,Northeast Petroleum University,240,,理工,黑龙江,149.9,,https://www.shanghairanking.cn/_uni/logo/74529408.png
成都信息工程大学,Chengdu University of Information Technology,242,,理工,四川,149.2,,https://www.shanghairanking.cn/_uni/logo/51862705.png
东莞理工学院,Dongguan University of Technology,243,,理工,广东,149.0,,https://www.shanghairanking.cn/_uni/logo/69487690.png
大连交通大学,Dalian Jiaotong University,244,,理工,辽宁,148.1,,https://www.shanghairanking.cn/_uni/logo/50496475.png
山东建筑大学,Shandong Jianzhu University,245,,理工,山东,147.5,,https://www.shanghairanking.cn/_uni/logo/30745802.png
西华师范大学,China West Normal University,246,,师范,四川,147.4,,https://www.shanghairanking.cn/_uni/logo/26457756.png
西安工程大学,Xi'an Polytechnic University,247,,理工,陕西,147.2,,https://www.shanghairanking.cn/_uni/logo/23494932.png
贵州师范大学,Guizhou Normal University,248,,师范,贵州,146.7,,https://www.shanghairanking.cn/_uni/logo/82418408.png
成都大学,Chengdu University,249,,综合,四川,146.3,,https://www.shanghairanking.cn/_uni/logo/69265723.png
西安工业大学,Xi'an Technological University,250,,理工,陕西,145.9,,https://www.shanghairanking.cn/_uni/logo/88779109.png
浙大宁波理工学院,NingboTech University,251,,理工,浙江,145.1,,https://www.shanghairanking.cn/_uni/logo/68131907.png
佛山科学技术学院,Foshan University,252,,理工,广东,144.6,,https://www.shanghairanking.cn/_uni/logo/52972913.png
山西农业大学,Shanxi Agricultural University,253,,农业,山西,143.8,,https://www.shanghairanking.cn/_uni/logo/79434268.png
青岛理工大学,Qingdao University of Technology,254,,理工,山东,143.6,,https://www.shanghairanking.cn/_uni/logo/11244718.png
华北水利水电大学,North China University of Water Resources and Electric Power,255,,理工,河南,143.5,,https://www.shanghairanking.cn/_uni/logo/87920384.png
厦门理工学院,Xiamen University of Technology,256,,理工,福建,143.2,,https://www.shanghairanking.cn/_uni/logo/19033285.png
北京电子科技学院,Beijing Electronic Science and Technology Institute,257,,理工,北京,142.9,,https://www.shanghairanking.cn/_uni/logo-jpg/9246225400.jpg
南京工程学院,Nanjing Institute of Technology,258,,理工,江苏,142.7,,https://www.shanghairanking.cn/_uni/logo/53286556.png
北京联合大学,Beijing Union University,259,,综合,北京,142.2,,https://www.shanghairanking.cn/_uni/logo/38515710.png
长春工业大学,Changchun University of Technology,260,,理工,吉林,141.6,,https://www.shanghairanking.cn/_uni/logo/73521245.png
辽宁工程技术大学,Liaoning Technical University,261,,理工,辽宁,141.3,,https://www.shanghairanking.cn/_uni/logo/44745654.png
湖州师范学院,Huzhou University,262,,师范,浙江,141.1,,https://www.shanghairanking.cn/_uni/logo/61175754.png
江汉大学,Jianghan University,263,,综合,湖北,140.5,,https://www.shanghairanking.cn/_uni/logo/43420140.png
辽宁石油化工大学,Liaoning shihua University,264,,理工,辽宁,140.2,,https://www.shanghairanking.cn/_uni/logo/96685089.png
青海师范大学,Qinghai Normal University,265,,师范,青海,140.1,,https://www.shanghairanking.cn/_uni/logo/39086444.png
吉林师范大学,Jilin Normal University,266,,师范,吉林,139.9,,https://www.shanghairanking.cn/_uni/logo/23887678.png
北京石油化工学院,Beijing Institute of Petrochemical Technology,267,,理工,北京,139.7,,https://www.shanghairanking.cn/_uni/logo/47539221.png
内蒙古师范大学,Inner Mongolia Normal University,267,,师范,内蒙古,139.7,,https://www.shanghairanking.cn/_uni/logo/65057276.png
中国民航大学,Civil Aviation University of China,269,,理工,天津,139.1,,https://www.shanghairanking.cn/_uni/logo/32878207.png
辽宁工业大学,Liaoning University of Technology,270,,理工,辽宁,138.7,,https://www.shanghairanking.cn/_uni/logo/98866857.png
湖南工业大学,Hunan University of Technology,271,,理工,湖南,138.6,,https://www.shanghairanking.cn/_uni/logo/21950632.png
延安大学,Yan'an University,272,,综合,陕西,138.5,,https://www.shanghairanking.cn/_uni/logo/39856591.png
西华大学,Xihua University,273,,综合,四川,138.2,,https://www.shanghairanking.cn/_uni/logo/93995661.png
桂林理工大学,Guilin University of Technology,274,,理工,广西,138.0,,https://www.shanghairanking.cn/_uni/logo/10181164.png
河北工程大学,Hebei University of Engineering,275,,理工,河北,137.0,,https://www.shanghairanking.cn/_uni/logo/89281811.png
沈阳化工大学,Shenyang University of Chemical Technology,275,,理工,辽宁,137.0,,https://www.shanghairanking.cn/_uni/logo/57609876.png
绍兴文理学院,Shaoxing University,277,,师范,浙江,136.8,,https://www.shanghairanking.cn/_uni/logo/52850359.png
安徽工程大学,Anhui Polytechnic University,278,,理工,安徽,136.6,,https://www.shanghairanking.cn/_uni/logo/58244413.png
浙江科技学院,Zhejiang University of Science and Technology,279,,理工,浙江,135.9,,https://www.shanghairanking.cn/_uni/logo/91133655.png
盐城工学院,Yancheng Institute of Technology,280,,理工,江苏,135.0,,https://www.shanghairanking.cn/_uni/logo/98593672.png
盐城师范学院,Yancheng Teachers University,281,,师范,江苏,134.8,,https://www.shanghairanking.cn/_uni/logo/87686237.png
山西师范大学,Shanxi Normal University,282,,师范,山西,134.5,,https://www.shanghairanking.cn/_uni/logo/27091361.png
赣南师范大学,GanNan Normal University,283,,师范,江西,133.9,,https://www.shanghairanking.cn/_uni/logo/10016344.png
大连海洋大学,Dalian Ocean University,284,,农业,辽宁,133.7,,https://www.shanghairanking.cn/_uni/logo/31946724.png
内蒙古工业大学,Inner Mongolia University of Technology,285,,理工,内蒙古,133.6,,https://www.shanghairanking.cn/_uni/logo/41582349.png
淮阴师范学院,Huaiyin Normal University,286,,师范,江苏,133.3,,https://www.shanghairanking.cn/_uni/logo/72353527.png
信阳师范学院,Xinyang Normal University,287,,师范,河南,133.1,,https://www.shanghairanking.cn/_uni/logo/20481613.png
安庆师范大学,Anqing Normal University,288,,师范,安徽,132.9,,https://www.shanghairanking.cn/_uni/logo/66650184.png
合肥学院,Hefei University,289,,理工,安徽,132.8,,https://www.shanghairanking.cn/_uni/logo/61834081.png
云南农业大学,Yunnan Agricultural University,290,,农业,云南,132.6,,https://www.shanghairanking.cn/_uni/logo/17581582.png
辽宁科技大学,University of Science and Technology Liaoning,291,,理工,辽宁,132.5,,https://www.shanghairanking.cn/_uni/logo/62832363.png
南宁师范大学,Guangxi Teachers Education University,292,,师范,广西,132.3,,https://www.shanghairanking.cn/_uni/logo/93746377.png
沈阳理工大学,Shenyang Ligong University,293,,理工,辽宁,132.2,,https://www.shanghairanking.cn/_uni/logo/61862540.png
内蒙古民族大学,Inner Mongolia University for Nationalities,294,,综合,内蒙古,131.3,,https://www.shanghairanking.cn/_uni/logo/87679328.png
新疆师范大学,Xinjiang Normal University,295,,师范,新疆,131.2,,https://www.shanghairanking.cn/_uni/logo/91394778.png
湖北师范大学,Hubei Normal University,296,,师范,湖北,130.8,,https://www.shanghairanking.cn/_uni/logo/40458904.png
重庆科技学院,Chongqing University of Science and Technology,297,,理工,重庆,130.6,,https://www.shanghairanking.cn/_uni/logo/92174588.png
淮阴工学院,Huaiyin Institute of Technology,297,,理工,江苏,130.6,,https://www.shanghairanking.cn/_uni/logo/43135857.png
吉林建筑大学,Jilin Jianzhu University,297,,理工,吉林,130.6,,https://www.shanghairanking.cn/_uni/logo/67832474.png
中原工学院,Zhongyuan University of Technology,300,,理工,河南,130.4,,https://www.shanghairanking.cn/_uni/logo/84789296.png
北华大学,Beihua University,301,,综合,吉林,130.2,,https://www.shanghairanking.cn/_uni/logo/70718646.png
嘉兴学院,Jiaxing University,301,,综合,浙江,130.2,,https://www.shanghairanking.cn/_uni/logo/41788600.png
临沂大学,Linyi University,303,,综合,山东,129.8,,https://www.shanghairanking.cn/_uni/logo/85449690.png
吉首大学,Jishou University,304,,综合,湖南,129.7,,https://www.shanghairanking.cn/_uni/logo/24710054.png
景德镇陶瓷大学,Jingdezhen Ceramic Institute,305,,理工,江西,129.5,,https://www.shanghairanking.cn/_uni/logo/97993379.png
广东技术师范大学,Guangdong Polytechnic Normal University,306,,师范,广东,129.3,,https://www.shanghairanking.cn/_uni/logo/76957155.png
淮北师范大学,Huaibei Normal University,307,,师范,安徽,128.7,,https://www.shanghairanking.cn/_uni/logo/42492973.png
广东海洋大学,Guangdong Ocean University,308,,农业,广东,128.6,,https://www.shanghairanking.cn/_uni/logo/71593833.png
长江师范学院,Yangtze Normal University,309,,师范,重庆,128.4,,https://www.shanghairanking.cn/_uni/logo/86035678.png
宁波工程学院,Ningbo University of Technology,309,,理工,浙江,128.4,,https://www.shanghairanking.cn/_uni/logo/40131695.png
上海海关学院,Shanghai Customs College,311,,综合,上海,128.0,,https://www.shanghairanking.cn/_uni/logo-jpg/3678336400.jpg
黑龙江八一农垦大学,Heilongjiang Bayi Agricultural University,312,,农业,黑龙江,127.8,,https://www.shanghairanking.cn/_uni/logo/10913514.png
江西科技师范大学,Jiangxi Science and Technology Normal University,313,,师范,江西,127.0,,https://www.shanghairanking.cn/_uni/logo/63137261.png
安阳师范学院,Anyang Normal University,314,,师范,河南,125.9,,https://www.shanghairanking.cn/_uni/logo/54267189.png
西南林业大学,Southwest Forestry University,314,,林业,云南,125.9,,https://www.shanghairanking.cn/_uni/logo/53403086.png
新疆农业大学,Xinjiang Agricultural University,316,,农业,新疆,125.5,,https://www.shanghairanking.cn/_uni/logo/86159068.png
常熟理工学院,Changshu Institute of Technology,317,,综合,江苏,125.2,,https://www.shanghairanking.cn/_uni/logo/44425885.png
闽南师范大学,Minnan Normal University,318,,师范,福建,124.9,,https://www.shanghairanking.cn/_uni/logo/54713686.png
天津城建大学,Tianjin Chengjian University,318,,理工,天津,124.9,,https://www.shanghairanking.cn/_uni/logo/46314554.png
福建工程学院,Fujian University of Technology,320,,理工,福建,124.7,,https://www.shanghairanking.cn/_uni/logo/77255531.png
沈阳大学,Shenyang University,321,,综合,辽宁,124.5,,https://www.shanghairanking.cn/_uni/logo/64518610.png
五邑大学,Wuyi University,322,,综合,广东,124.4,,https://www.shanghairanking.cn/_uni/logo/80058564.png
内蒙古科技大学,Inner Mongolia University of Science &amp; Technology,323,,综合,内蒙古,124.2,,https://www.shanghairanking.cn/_uni/logo/98701978.png
江苏理工学院,Jiangsu University of Technology,324,,理工,江苏,123.5,,https://www.shanghairanking.cn/_uni/logo/18087642.png
上海第二工业大学,Shanghai Second Polytechnic University,325,,理工,上海,123.4,,https://www.shanghairanking.cn/_uni/logo/70585176.png
浙大城市学院,Zhejiang University City College,326,,理工,浙江,123.0,,https://www.shanghairanking.cn/_uni/logo/46612256.png
太原科技大学,Taiyuan University of Science and Technology,327,,理工,山西,122.7,,https://www.shanghairanking.cn/_uni/logo/22418234.png
岭南师范学院,LingNan Normal University,328,,师范,广东,122.6,,https://www.shanghairanking.cn/_uni/logo/81393131.png
天津农学院,Tianjin Agricultural University,329,,农业,天津,122.2,,https://www.shanghairanking.cn/_uni/logo/45293117.png
塔里木大学,Tarim University,330,,综合,新疆,121.5,,https://www.shanghairanking.cn/_uni/logo/99603674.png
南京晓庄学院,Nanjing XiaoZhuang University,331,,师范,江苏,121.3,,https://www.shanghairanking.cn/_uni/logo/17661336.png
大理大学,Dali University,332,,综合,云南,120.9,,https://www.shanghairanking.cn/_uni/logo/75994663.png
井冈山大学,Jinggangshan University,332,,综合,江西,120.9,,https://www.shanghairanking.cn/_uni/logo/50371015.png
湖南理工学院,Hunan Institute of Science and Technology,334,,理工,湖南,120.8,,https://www.shanghairanking.cn/_uni/logo/43186940.png
江苏海洋大学,Huaihai Institute of Technology,334,,理工,江苏,120.8,,https://www.shanghairanking.cn/_uni/logo/24296488.png
台州学院,Taizhou University,336,,综合,浙江,120.6,,https://www.shanghairanking.cn/_uni/logo-jpg/8551212700.jpg
闽江学院,Minjiang University,337,,理工,福建,120.4,,https://www.shanghairanking.cn/_uni/logo/95059485.png
黄冈师范学院,Huanggang Normal University,338,,师范,湖北,120.0,,https://www.shanghairanking.cn/_uni/logo/63694810.png
重庆文理学院,Chongqing University of Arts and Science,339,,综合,重庆,119.9,,https://www.shanghairanking.cn/_uni/logo/30413024.png
浙江万里学院,Zhejiang Wanli University,339,,理工,浙江,119.9,,https://www.shanghairanking.cn/_uni/logo/32947352.png
齐齐哈尔大学,Qiqihar University,341,,综合,黑龙江,119.7,,https://www.shanghairanking.cn/_uni/logo/19030311.png
四川轻化工大学,Sichuan University of Science and Engineering,341,,理工,四川,119.7,,https://www.shanghairanking.cn/_uni/logo/68372773.png
南昌工程学院,Nanchang Institute of Technology,343,,理工,江西,119.6,,https://www.shanghairanking.cn/_uni/logo/88433724.png
天津职业技术师范大学,TianJin University of Technology and Education,344,,师范,天津,119.4,,https://www.shanghairanking.cn/_uni/logo/38391685.png
上海电机学院,Shanghai Dianji University,345,,理工,上海,119.1,,https://www.shanghairanking.cn/_uni/logo/14374343.png
湖北科技学院,Hubei University of Science and Technology,346,,综合,湖北,119.0,,https://www.shanghairanking.cn/_uni/logo/48475987.png
陕西理工大学,Shaanxi University of Technology,347,,理工,陕西,118.8,,https://www.shanghairanking.cn/_uni/logo/18739697.png
内江师范学院,Neijiang Normal University,348,,师范,四川,118.5,,https://www.shanghairanking.cn/_uni/logo/39821454.png
合肥师范学院,Hefei Normal University,349,,师范,安徽,118.4,,https://www.shanghairanking.cn/_uni/logo/15187571.png
阜阳师范大学,Fuyang Normal University,350,,师范,安徽,116.6,,https://www.shanghairanking.cn/_uni/logo/54911354.png
南阳师范学院,Nanyang Normal University,351,,师范,河南,116.4,,https://www.shanghairanking.cn/_uni/logo/81579397.png
贵州师范学院,Guizhou Normal College,352,,师范,贵州,116.2,,https://www.shanghairanking.cn/_uni/logo/12076666.png
徐州工程学院,Xuzhou Institute of Technology,353,,理工,江苏,115.8,,https://www.shanghairanking.cn/_uni/logo/15209078.png
洛阳师范学院,Luoyang Normal University,354,,师范,河南,115.4,,https://www.shanghairanking.cn/_uni/logo/60927754.png
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering,354,,农业,广东,115.4,,https://www.shanghairanking.cn/_uni/logo/27048883.png
长春师范大学,Changchun Normal University,356,,师范,吉林,115.2,,https://www.shanghairanking.cn/_uni/logo/82800037.png
湖北文理学院,Hubei University of Arts and Science,357,,综合,湖北,114.8,,https://www.shanghairanking.cn/_uni/logo/54746261.png
宝鸡文理学院,Baoji University of Arts and Sciences,358,,师范,陕西,114.5,,https://www.shanghairanking.cn/_uni/logo/99370840.png
安徽科技学院,Anhui Science and Technology University,359,,师范,安徽,114.2,,https://www.shanghairanking.cn/_uni/logo/87128194.png
长沙学院,Changsha University,360,,理工,湖南,114.0,,https://www.shanghairanking.cn/_uni/logo/54067016.png
衡阳师范学院,Hengyang Normal University,361,,师范,湖南,113.8,,https://www.shanghairanking.cn/_uni/logo/34272930.png
无锡学院,"Nanjing University of Information Science and Technology, Binjiang College",362,,综合,江苏,113.3,,https://www.shanghairanking.cn/_uni/logo-jpg/7955219400.jpg
滨州学院,Binzhou University,363,,师范,山东,113.1,,https://www.shanghairanking.cn/_uni/logo/52267041.png
长春大学,Changchun University,364,,综合,吉林,112.8,,https://www.shanghairanking.cn/_uni/logo/29057599.png
黑龙江科技大学,Heilongjiang University of Science and Technology,365,,理工,黑龙江,112.6,,https://www.shanghairanking.cn/_uni/logo/65166425.png
泉州师范学院,Quanzhou Normal University,365,,师范,福建,112.6,,https://www.shanghairanking.cn/_uni/logo/43122253.png
河北科技师范学院,Hebei Normal University of Science and Technology,367,,师范,河北,112.0,,https://www.shanghairanking.cn/_uni/logo/54034662.png
广西科技大学,Guangxi University of Science and Technology,368,,理工,广西,111.8,,https://www.shanghairanking.cn/_uni/logo/70589857.png
江苏第二师范学院,Jiangsu Second Normal University,369,,师范,江苏,111.5,,https://www.shanghairanking.cn/_uni/logo/46841239.png
西藏农牧学院,Tibet Agriculture and Animal Husbandry University,370,,农业,西藏,111.1,,https://www.shanghairanking.cn/_uni/logo-jpg/1519048000.jpg
贵州理工学院,Guizhou Institute of Technology,371,,理工,贵州,111.0,,https://www.shanghairanking.cn/_uni/logo/98035266.png
